3, 0, Start_track
3, 0, Control_c, 2, 100, 0
3, 0, Control_c, 2, 101, 0
3, 0, Control_c, 3, 100, 0
3, 0, Control_c, 3, 101, 0
3, 0, Control_c, 2, 7, 102
3, 0, Control_c, 3, 7, 102
3, 0, Control_c, 2, 10, 64
3, 0, Control_c, 3, 10, 64
3, 0, Control_c, 2, 93, 70
3, 0, Control_c, 3, 93, 70
3, 0, Control_c, 2, 91, 0
3, 0, Control_c, 3, 91, 0
3, 0, Program_c, 2, 62
3, 0, Program_c, 3, 62
3, 0, Control_c, 3, 6, 8
3, 0, Note_on_c, 2, 67, 95
3, 240, Note_off_c, 2, 67, 80
3, 240, Note_on_c, 2, 72, 95
3, 360, Note_off_c, 2, 72, 80
3, 360, Note_on_c, 2, 63, 95
3, 480, Note_off_c, 2, 63, 80
3, 600, Note_on_c, 2, 72, 95
3, 720, Note_off_c, 2, 72, 80
3, 840, Note_on_c, 2, 67, 95
3, 960, Note_off_c, 2, 67, 80
3, 1080, Note_on_c, 2, 72, 95
3, 1200, Note_off_c, 2, 72, 80
3, 1320, Note_on_c, 2, 67, 95
3, 1440, Note_off_c, 2, 67, 80
3, 1440, Note_on_c, 2, 63, 95
3, 1680, Note_off_c, 2, 63, 80
3, 1680, Note_on_c, 2, 72, 95
3, 1920, Note_off_c, 2, 72, 80
3, 1920, Note_on_c, 2, 67, 95
3, 2160, Note_off_c, 2, 67, 80
3, 2160, Note_on_c, 2, 72, 95
3, 2280, Note_off_c, 2, 72, 80
3, 2280, Note_on_c, 2, 63, 95
3, 2400, Note_off_c, 2, 63, 80
3, 2520, Note_on_c, 2, 72, 95
3, 2640, Note_off_c, 2, 72, 80
3, 2760, Note_on_c, 2, 67, 95
3, 2880, Note_off_c, 2, 67, 80
3, 3000, Note_on_c, 2, 72, 95
3, 3120, Note_off_c, 2, 72, 80
3, 3240, Note_on_c, 2, 67, 95
3, 3360, Note_off_c, 2, 67, 80
3, 3360, Note_on_c, 2, 63, 95
3, 3600, Note_off_c, 2, 63, 80
3, 3600, Note_on_c, 2, 72, 95
3, 3840, Note_off_c, 2, 72, 80
3, 3840, Note_on_c, 2, 65, 95
3, 4080, Note_off_c, 2, 65, 80
3, 4080, Note_on_c, 2, 70, 95
3, 4200, Note_off_c, 2, 70, 80
3, 4200, Note_on_c, 2, 62, 95
3, 4320, Note_off_c, 2, 62, 80
3, 4440, Note_on_c, 2, 70, 95
3, 4560, Note_off_c, 2, 70, 80
3, 4680, Note_on_c, 2, 65, 95
3, 4800, Note_off_c, 2, 65, 80
3, 4920, Note_on_c, 2, 70, 95
3, 5040, Note_off_c, 2, 70, 80
3, 5160, Note_on_c, 2, 65, 95
3, 5280, Note_off_c, 2, 65, 80
3, 5280, Note_on_c, 2, 62, 95
3, 5520, Note_off_c, 2, 62, 80
3, 5520, Note_on_c, 2, 70, 95
3, 5760, Note_off_c, 2, 70, 80
3, 5760, Note_on_c, 2, 65, 95
3, 6000, Note_off_c, 2, 65, 80
3, 6000, Note_on_c, 2, 70, 95
3, 6120, Note_off_c, 2, 70, 80
3, 6120, Note_on_c, 2, 62, 95
3, 6240, Note_off_c, 2, 62, 80
3, 6360, Note_on_c, 2, 70, 95
3, 6480, Note_off_c, 2, 70, 80
3, 6600, Note_on_c, 2, 65, 95
3, 6720, Note_off_c, 2, 65, 80
3, 6840, Note_on_c, 2, 70, 95
3, 6960, Note_off_c, 2, 70, 80
3, 7080, Note_on_c, 2, 65, 95
3, 7200, Note_off_c, 2, 65, 80
3, 7200, Note_on_c, 2, 62, 95
3, 7440, Note_off_c, 2, 62, 80
3, 7440, Note_on_c, 2, 70, 95
3, 7680, Note_off_c, 2, 70, 80
3, 7680, Note_on_c, 2, 67, 95
3, 7920, Note_off_c, 2, 67, 80
3, 7920, Note_on_c, 2, 72, 95
3, 8040, Note_off_c, 2, 72, 80
3, 8040, Note_on_c, 2, 63, 95
3, 8160, Note_off_c, 2, 63, 80
3, 8280, Note_on_c, 2, 72, 95
3, 8400, Note_off_c, 2, 72, 80
3, 8520, Note_on_c, 2, 67, 95
3, 8640, Note_off_c, 2, 67, 80
3, 8760, Note_on_c, 2, 72, 95
3, 8880, Note_off_c, 2, 72, 80
3, 9000, Note_on_c, 2, 67, 95
3, 9120, Note_off_c, 2, 67, 80
3, 9120, Note_on_c, 2, 63, 95
3, 9360, Note_off_c, 2, 63, 80
3, 9360, Note_on_c, 2, 72, 95
3, 9600, Note_off_c, 2, 72, 80
3, 9600, Note_on_c, 2, 67, 95
3, 9840, Note_off_c, 2, 67, 80
3, 9840, Note_on_c, 2, 72, 95
3, 9960, Note_off_c, 2, 72, 80
3, 9960, Note_on_c, 2, 63, 95
3, 10080, Note_off_c, 2, 63, 80
3, 10200, Note_on_c, 2, 72, 95
3, 10320, Note_off_c, 2, 72, 80
3, 10440, Note_on_c, 2, 67, 95
3, 10560, Note_off_c, 2, 67, 80
3, 10680, Note_on_c, 2, 72, 95
3, 10800, Note_off_c, 2, 72, 80
3, 10920, Note_on_c, 2, 67, 95
3, 11040, Note_off_c, 2, 67, 80
3, 11040, Note_on_c, 2, 63, 95
3, 11280, Note_off_c, 2, 63, 80
3, 11280, Note_on_c, 2, 72, 95
3, 11520, Note_off_c, 2, 72, 80
3, 11520, Note_on_c, 2, 65, 95
3, 11760, Note_off_c, 2, 65, 80
3, 11760, Note_on_c, 2, 70, 95
3, 11880, Note_off_c, 2, 70, 80
3, 11880, Note_on_c, 2, 62, 95
3, 12000, Note_off_c, 2, 62, 80
3, 12120, Note_on_c, 2, 70, 95
3, 12240, Note_off_c, 2, 70, 80
3, 12360, Note_on_c, 2, 65, 95
3, 12480, Note_off_c, 2, 65, 80
3, 12600, Note_on_c, 2, 70, 95
3, 12720, Note_off_c, 2, 70, 80
3, 12840, Note_on_c, 2, 65, 95
3, 12960, Note_off_c, 2, 65, 80
3, 12960, Note_on_c, 2, 62, 95
3, 13200, Note_off_c, 2, 62, 80
3, 13200, Note_on_c, 2, 70, 95
3, 13440, Note_off_c, 2, 70, 80
3, 13440, Note_on_c, 2, 58, 95
3, 13560, Note_off_c, 2, 58, 80
3, 13560, Note_on_c, 2, 60, 95
3, 13680, Note_off_c, 2, 60, 80
3, 13680, Note_on_c, 2, 62, 95
3, 13800, Note_off_c, 2, 62, 80
3, 13800, Note_on_c, 2, 65, 95
3, 13920, Note_off_c, 2, 65, 80
3, 14040, Note_on_c, 2, 70, 95
3, 14160, Note_off_c, 2, 70, 80
3, 14160, Note_on_c, 2, 74, 95
3, 14280, Note_off_c, 2, 74, 80
3, 14280, Note_on_c, 2, 77, 95
3, 14400, Note_off_c, 2, 77, 80
3, 14880, Note_on_c, 2, 58, 95
3, 15120, Note_off_c, 2, 58, 80
3, 15120, Note_on_c, 2, 59, 95
3, 15360, Note_off_c, 2, 59, 80
3, 15360, Note_on_c, 2, 60, 95
3, 18240, Note_off_c, 2, 60, 80
3, 18240, Note_on_c, 2, 62, 95
3, 18600, Note_off_c, 2, 62, 80
3, 18600, Note_on_c, 2, 63, 95
