2, 0, Start_track
2, 0, Control_c, 0, 100, 0
2, 0, Control_c, 0, 101, 0
2, 0, Control_c, 1, 100, 0
2, 0, Control_c, 1, 101, 0
2, 0, Control_c, 0, 7, 127
2, 0, Control_c, 1, 7, 127
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 1, 10, 64
2, 0, Control_c, 0, 93, 0
2, 0, Control_c, 1, 93, 0
2, 0, Control_c, 0, 91, 0
2, 0, Control_c, 1, 91, 0
2, 0, Program_c, 0, 35
2, 0, Program_c, 1, 35
2, 0, Control_c, 1, 6, 8
2, 0, Note_on_c, 0, 36, 95
2, 240, Note_off_c, 0, 36, 80
2, 240, Note_on_c, 0, 31, 95
2, 480, Note_off_c, 0, 31, 80
2, 480, Note_on_c, 0, 36, 95
2, 720, Note_off_c, 0, 36, 80
2, 720, Note_on_c, 0, 36, 95
2, 840, Note_off_c, 0, 36, 80
2, 840, Note_on_c, 0, 36, 95
2, 960, Note_off_c, 0, 36, 80
2, 1080, Note_on_c, 0, 36, 95
2, 1320, Note_off_c, 0, 36, 80
2, 1320, Note_on_c, 0, 31, 95
2, 1440, Note_off_c, 0, 31, 80
2, 1440, Note_on_c, 0, 27, 95
2, 1680, Note_off_c, 0, 27, 80
2, 1680, Note_on_c, 0, 36, 95
2, 1920, Note_off_c, 0, 36, 80
2, 1920, Note_on_c, 0, 36, 95
2, 2160, Note_off_c, 0, 36, 80
2, 2160, Note_on_c, 0, 31, 95
2, 2400, Note_off_c, 0, 31, 80
2, 2400, Note_on_c, 0, 36, 95
2, 2640, Note_off_c, 0, 36, 80
2, 2640, Note_on_c, 0, 36, 95
2, 2760, Note_off_c, 0, 36, 80
2, 2760, Note_on_c, 0, 36, 95
2, 2880, Note_off_c, 0, 36, 80
2, 3000, Note_on_c, 0, 36, 95
2, 3240, Note_off_c, 0, 36, 80
2, 3240, Note_on_c, 0, 31, 95
2, 3360, Note_off_c, 0, 31, 80
2, 3360, Note_on_c, 0, 27, 95
2, 3600, Note_off_c, 0, 27, 80
2, 3600, Note_on_c, 0, 36, 95
2, 3840, Note_off_c, 0, 36, 80
2, 3840, Note_on_c, 0, 34, 95
2, 4080, Note_off_c, 0, 34, 80
2, 4080, Note_on_c, 0, 29, 95
2, 4320, Note_off_c, 0, 29, 80
2, 4320, Note_on_c, 0, 34, 95
2, 4560, Note_off_c, 0, 34, 80
2, 4560, Note_on_c, 0, 34, 95
2, 4680, Note_off_c, 0, 34, 80
2, 4680, Note_on_c, 0, 34, 95
2, 4800, Note_off_c, 0, 34, 80
2, 4920, Note_on_c, 0, 34, 95
2, 5160, Note_off_c, 0, 34, 80
2, 5160, Note_on_c, 0, 29, 95
2, 5280, Note_off_c, 0, 29, 80
2, 5280, Note_on_c, 0, 26, 95
2, 5520, Note_off_c, 0, 26, 80
2, 5520, Note_on_c, 0, 34, 95
2, 5760, Note_off_c, 0, 34, 80
2, 5760, Note_on_c, 0, 34, 95
2, 6000, Note_off_c, 0, 34, 80
2, 6000, Note_on_c, 0, 29, 95
2, 6240, Note_off_c, 0, 29, 80
2, 6240, Note_on_c, 0, 34, 95
2, 6480, Note_off_c, 0, 34, 80
2, 6480, Note_on_c, 0, 34, 95
2, 6600, Note_off_c, 0, 34, 80
